avg_vote,metascore,reviews_from_users,reviews_from_critics,tomatometer_rating,audience_rating,usa_gross_income,worlwide_gross_income
6.8,86.0,169.0,62.0,88,65.0, 21284514, 21284514
5.7,32.0,38.0,11.0,8,61.0, 8508843, 8508843
7.0,32.0,209.0,64.0,64,77.0, 6157157, 6157157
7.0,55.0,69.0,21.0,55,69.0, 1132112, 1132112
6.0,31.0,118.0,51.0,61,53.0, 725131, 725131
6.8,79.0,97.0,45.0,85,71.0, 86888546, 160188546
6.1,,111.0,34.0,26,60.0, 14278900, 14278900
7.2,86.0,115.0,68.0,96,79.0, 24741667, 24741667
5.4,30.0,639.0,68.0,8,65.0, 12138565, 69497587
5.4,30.0,639.0,68.0,17,72.0, 12138565, 69497587
4.8,39.0,110.0,155.0,38,24.0, 58510, 294696
5.8,33.0,49.0,28.0,13,35.0, 31053601, 33461269
6.6,67.0,65.0,59.0,75,57.0, 7331647, 7331647
6.6,67.0,65.0,59.0,22,80.0, 7331647, 7331647
5.5,,26.0,10.0,29,48.0, 6939946, 6939946
5.9,23.0,71.0,31.0,18,35.0, 80818974, 153518974
6.4,67.0,152.0,88.0,92,54.0, 53208180, 53208180
6.3,56.0,125.0,63.0,64,44.0, 14063331, 14063331
7.8,74.0,203.0,43.0,88,89.0, 52096475, 52096475
7.4,55.0,297.0,124.0,79,78.0, 88277583, 246144250
6.2,63.0,59.0,39.0,71,51.0, 12626043, 12626043
6.0,36.0,58.0,32.0,32,40.0, 70978012, 138697012
5.6,27.0,132.0,43.0,16,26.0, 15691192, 15691192
6.0,,32.0,17.0,17,70.0, 1627955, 1627955
5.8,37.0,200.0,75.0,44,47.0, 28501605, 35763605
5.9,33.0,59.0,76.0,67,49.0, 2459895, 2459895
6.7,,40.0,9.0,64,74.0, 947306, 947306
6.5,63.0,159.0,46.0,72,77.0, 8266343, 8266343
6.4,65.0,156.0,148.0,84,58.0, 33878502, 48878502
6.0,60.0,116.0,70.0,39,60.0, 82670733, 157920733
5.4,,57.0,39.0,36,23.0, 2742912, 2742912
7.2,67.0,349.0,157.0,68,70.0, 117540947, 240247433
7.9,74.0,633.0,98.0,90,91.0, 56362352, 86024005
4.8,,52.0,18.0,10,36.0, 14760451, 14760451
5.7,35.0,37.0,32.0,22,45.0, 22424195, 22424195
6.6,55.0,173.0,52.0,48,59.0, 61489265, 61489265
6.6,55.0,173.0,52.0,4,33.0, 61489265, 61489265
5.2,27.0,202.0,163.0,48,59.0, 16883115, 45158254
5.2,27.0,202.0,163.0,4,33.0, 16883115, 45158254
6.2,,78.0,164.0,62,57.0, 205068, 205068
7.0,52.0,270.0,86.0,74,80.0, 217631306, 505706694
4.8,37.0,6.0,16.0,17,50.0, 3917, 3917
6.2,58.0,43.0,32.0,60,50.0, 29888235, 29888235
6.4,,171.0,105.0,69,57.0, 41482207, 41482207
6.9,53.0,284.0,139.0,22,32.0, 55011732, 94973540
6.9,53.0,284.0,139.0,37,80.0, 55011732, 94973540
5.8,41.0,97.0,49.0,33,47.0, 47410827, 47410827
6.0,,148.0,143.0,50,53.0, 5728953, 5728953
7.0,80.0,217.0,163.0,87,71.0, 609939, 609939
7.6,63.0,374.0,127.0,65,80.0, 285761243, 476684675
6.4,76.0,31.0,19.0,93,82.0, 26385627, 26385627
7.6,58.0,277.0,124.0,89,88.0, 122012643, 200512643
7.5,62.0,386.0,128.0,72,84.0, 26118851, 26118851
7.5,62.0,386.0,128.0,5,33.0, 26118851, 26118851
5.8,45.0,208.0,45.0,62,54.0, 39404261, 39404261
6.1,61.0,130.0,56.0,50,51.0, 91457688, 201957688
7.7,55.0,994.0,168.0,66,83.0, 111127263, 454627263
5.6,69.0,93.0,93.0,76,34.0, 33190, 97522
4.9,,27.0,17.0,0,26.0, 5585154, 5585154
6.0,49.0,105.0,47.0,22,50.0, 46044396, 57968936
6.9,,88.0,23.0,67,79.0, 27441977, 27441977
6.7,56.0,70.0,31.0,73,70.0, 35419397, 35419397
7.4,77.0,56.0,76.0,91,85.0, 2960492, 2960492
7.8,66.0,329.0,150.0,91,90.0, 5080409, 5080409
5.6,46.0,221.0,385.0,50,45.0, 64935167, 183018522
7.8,75.0,363.0,157.0,90,89.0, 61276872, 61276872
6.6,61.0,34.0,29.0,73,75.0, 16153593, 16153593
7.2,,41.0,20.0,69,76.0, 4011793, 4011793
6.4,,39.0,12.0,38,56.0, 15379253, 15379253
6.6,40.0,133.0,189.0,40,60.0, 8862354, 8862354
6.4,55.0,104.0,30.0,46,46.0, 29381956, 44926706
6.7,71.0,58.0,47.0,84,66.0, 39071603, 39071603
6.3,46.0,356.0,151.0,29,44.0, 30669413, 57120318
6.9,72.0,95.0,36.0,87,67.0, 86303188, 221303188
7.0,51.0,312.0,84.0,62,68.0, 178406268, 463406268
5.4,27.0,99.0,15.0,0,41.0, 53470891, 72270891
6.8,56.0,93.0,48.0,82,71.0, 15260154, 15260154
6.3,,60.0,48.0,40,55.0, 14356479, 14356479
6.9,70.0,80.0,37.0,69,68.0, 27931461, 27931461
5.3,55.0,291.0,75.0,29,31.0, 40946358, 119946358
5.9,,84.0,35.0,29,36.0, 21633874, 21633874
5.9,,84.0,35.0,84,70.0, 21633874, 21633874
6.9,72.0,174.0,93.0,29,36.0, 75600072, 80693537
6.9,72.0,174.0,93.0,84,70.0, 75600072, 80693537
6.1,,74.0,41.0,76,50.0, 22997992, 22997992
6.8,,70.0,38.0,50,79.0, 2075084, 2075084
5.3,,57.0,22.0,8,51.0, 15369573, 15369573
6.3,,44.0,14.0,33,49.0, 5820015, 5820015
6.3,54.0,73.0,60.0,39,44.0, 16324573, 16324573
6.8,51.0,209.0,122.0,22,51.0, 135265915, 201965915
5.8,31.0,528.0,360.0,22,51.0, 191204754, 485004754
7.5,57.0,444.0,221.0,82,78.0, 119412921, 261317921
7.5,57.0,444.0,221.0,31,47.0, 119412921, 261317921
6.3,43.0,582.0,413.0,82,78.0, 58877969, 198467168
6.3,43.0,582.0,413.0,31,47.0, 58877969, 198467168
7.1,65.0,277.0,163.0,85,75.0, 16667084, 16667084
6.2,56.0,56.0,35.0,68,38.0, 10005969, 10005969
6.1,,17.0,8.0,10,58.0, 1106475, 1106475
6.1,,17.0,8.0,35,76.0, 1106475, 1106475
6.8,30.0,244.0,79.0,10,58.0, 33772838, 40863718
6.8,30.0,244.0,79.0,35,76.0, 33772838, 40863718
6.6,,55.0,32.0,85,62.0, 2319124, 2319124
6.5,47.0,80.0,26.0,35,66.0, 44143410, 44143410
6.9,57.0,149.0,71.0,63,66.0, 113502426, 191502426
5.9,46.0,155.0,114.0,63,66.0, 92950241, 157050241
5.4,,22.0,7.0,11,34.0, 2865916, 2865916
6.1,,31.0,15.0,43,53.0, 6375979, 6375979
7.7,69.0,249.0,142.0,90,89.0, 6153939, 6153939
6.3,60.0,133.0,61.0,54,56.0, 38037513, 38037513
5.9,,41.0,30.0,38,28.0, 15565363, 15565363
5.5,,41.0,51.0,40,33.0, 9188150, 9188150
7.7,76.0,219.0,80.0,96,93.0, 57504069, 57529070
6.8,80.0,69.0,57.0,85,69.0, 49114016, 49114016
6.5,,34.0,9.0,42,70.0, 2070871, 2070871
6.7,70.0,88.0,47.0,88,64.0, 124033791, 179033791
7.6,73.0,113.0,66.0,88,90.0, 14919570, 14919570
2.9,,164.0,51.0,7,44.0, 1193062, 1193062
5.9,,40.0,16.0,13,50.0, 33691313, 33691313
6.9,66.0,123.0,66.0,83,77.0, 38016380, 38016380
5.9,,39.0,18.0,82,57.0, 5546827, 5546827
5.9,,39.0,18.0,44,40.0, 5546827, 5546827
6.5,68.0,22.0,50.0,82,57.0, 86460, 659589
6.5,68.0,22.0,50.0,44,40.0, 86460, 659589
6.7,63.0,108.0,162.0,82,71.0, 4073489, 7994527
7.2,62.0,232.0,85.0,57,79.0, 34416893, 34416893
5.6,,90.0,68.0,32,42.0, 30102717, 30102717
5.9,25.0,174.0,18.0,9,77.0, 13878334, 13878334
4.9,,22.0,29.0,20,14.0, 5451119, 5451119
6.2,59.0,235.0,155.0,49,49.0, 6630252, 16838910
7.5,61.0,187.0,95.0,83,86.0, 41895491, 41895491
6.3,,42.0,11.0,43,75.0, 17860280, 23202444
4.9,39.0,275.0,90.0,20,33.0, 34872033, 34872033
7.7,64.0,184.0,56.0,74,91.0, 82418501, 119418501
7.0,,19.0,8.0,83,68.0, 532933, 532933
6.2,,91.0,36.0,22,65.0, 7434726, 7434726
6.8,,34.0,3.0,75,64.0, 904, 904
6.8,52.0,392.0,90.0,26,76.0, 119654823, 300854823
6.8,61.0,104.0,45.0,83,65.0, 69467617, 181096164
5.3,,13.0,12.0,21,66.0, 19438638, 19438638
5.8,17.0,263.0,72.0,26,57.0, 17218080, 17218080
7.0,,58.0,28.0,74,81.0, 191125, 191125
8.0,72.0,472.0,126.0,84,88.0, 70405498, 205405498
7.0,52.0,162.0,67.0,46,68.0, 59509925, 59509925
6.4,,37.0,12.0,58,65.0, 8906823, 8906823
5.9,54.0,51.0,18.0,18,45.0, 4102526, 4102526
6.8,70.0,42.0,22.0,87,62.0, 1050861, 1055987
6.6,71.0,40.0,28.0,73,66.0, 25010896, 25010896
5.8,,20.0,17.0,10,45.0, 12454768, 12454768
6.0,,46.0,20.0,6,57.0, 20246790, 20246790
5.7,,38.0,23.0,57,35.0, 18784957, 18784957
6.9,56.0,133.0,39.0,53,77.0, 59489799, 59489799
7.1,77.0,164.0,64.0,81,81.0, 6401336, 6401336
6.2,45.0,38.0,12.0,31,46.0, 26255594, 26255594
6.7,61.0,82.0,34.0,77,80.0, 47624353, 47624353
7.8,68.0,104.0,59.0,75,91.0, 2015810, 2023808
5.9,,14.0,14.0,15,31.0, 11276846, 11276846
6.1,38.0,127.0,70.0,23,53.0, 39673161, 39673161
6.0,,39.0,34.0,45,65.0, 14061361, 14061361
8.5,85.0,838.0,190.0,95,96.0, 32572577, 120072577
7.3,58.0,326.0,120.0,69,79.0, 43218387, 83531958
7.3,58.0,326.0,120.0,10,29.0, 43218387, 83531958
5.3,34.0,251.0,189.0,69,79.0, 28782481, 133718711
5.3,34.0,251.0,189.0,10,29.0, 28782481, 133718711
6.5,67.0,26.0,35.0,76,68.0, 787280, 787280
6.7,65.0,117.0,36.0,68,70.0, 74787599, 74787599
4.9,,86.0,10.0,7,42.0, 25104700, 32704700
6.7,64.0,190.0,135.0,63,59.0, 7535331, 14189860
6.7,64.0,190.0,135.0,94,80.0, 7535331, 14189860
5.8,36.0,49.0,14.0,9,61.0, 22641969, 24941969
6.9,,110.0,27.0,60,73.0, 21413105, 21413105
5.9,,13.0,12.0,65,50.0, 10438504, 10438504
6.6,,34.0,18.0,100,54.0, 6266621, 6266621
6.7,47.0,114.0,29.0,41,63.0, 43001500, 43001500
5.2,,44.0,13.0,0,41.0, 2807854, 2807854
6.9,51.0,344.0,81.0,51,72.0, 165493908, 390493908
6.4,61.0,142.0,101.0,63,65.0, 46704056, 46704056
5.4,,29.0,17.0,32,25.0, 9563393, 9563393
5.6,,48.0,20.0,38,49.0, 115103, 115103
6.5,,54.0,22.0,31,55.0, 11511031, 11511031
6.1,,119.0,61.0,33,51.0, 2275557, 2275557
8.6,85.0,1141.0,206.0,96,95.0, 130742922, 272753884
7.1,69.0,88.0,66.0,86,77.0, 1228108, 1228108
6.2,48.0,119.0,48.0,21,61.0, 101599005, 174999005
6.6,65.0,74.0,28.0,69,63.0, 36489888, 36489888
5.7,,18.0,7.0,0,42.0, 11000863, 11000863
5.7,,18.0,7.0,40,70.0, 11000863, 11000863
5.8,,42.0,15.0,33,44.0, 15545943, 15545943
5.8,,42.0,15.0,50,23.0, 15545943, 15545943
8.5,75.0,1181.0,289.0,93,94.0, 205881154, 520884847
7.5,88.0,317.0,123.0,84,82.0, 45360915, 45360915
6.3,,21.0,14.0,47,45.0, 418807, 418807
5.0,,20.0,14.0,43,26.0, 4693236, 4693236
7.4,67.0,55.0,43.0,78,65.0, 356122, 357400
6.9,60.0,156.0,108.0,78,65.0, 120016, 595802
4.8,30.0,237.0,182.0,10,30.0, 42670410, 76514050
7.0,60.0,189.0,42.0,84,79.0, 63707829, 63707829
6.7,62.0,35.0,13.0,63,63.0, 34793160, 34793160
6.5,47.0,94.0,43.0,32,50.0, 7191399, 7191399
5.3,36.0,63.0,12.0,32,53.0, 29000301, 29000301
8.0,86.0,294.0,154.0,57,94.0, 217350219, 504050219
8.0,86.0,294.0,154.0,95,92.0, 217350219, 504050219
7.1,53.0,1966.0,322.0,57,94.0, 355559216, 1050693953
7.1,53.0,1966.0,322.0,95,92.0, 355559216, 1050693953
6.8,,30.0,11.0,80,67.0, 384048, 384048
7.2,66.0,51.0,16.0,78,90.0, 13086430, 13086430
7.1,70.0,186.0,83.0,77,73.0, 2000022, 2038916
7.0,41.0,326.0,136.0,53,63.0, 117727224, 352927224
6.3,39.0,144.0,57.0,34,64.0, 122006740, 411006740
5.5,45.0,52.0,23.0,44,59.0, 70052444, 131052444
5.6,48.0,244.0,77.0,35,43.0, 16624456, 16624456
6.6,,238.0,156.0,74,61.0, 25792310, 25792310
6.6,67.0,28.0,33.0,78,62.0, 35630, 41010
5.8,39.0,85.0,13.0,23,52.0, 22518097, 22518097
7.6,47.0,175.0,68.0,60,81.0, 9493259, 9493259
5.1,27.0,172.0,71.0,29,33.0, 14960255, 20560255
6.5,,36.0,14.0,56,75.0, 14683921, 14683921
6.5,,36.0,14.0,100,62.0, 14683921, 14683921
6.1,,16.0,20.0,17,73.0, 13272113, 13272113
5.7,,48.0,14.0,25,24.0, 21591728, 21591728
4.9,28.0,95.0,48.0,6,31.0, 14110589, 14110589
6.7,70.0,93.0,96.0,90,70.0, 621392, 621392
5.9,66.0,34.0,114.0,70,41.0, 166228, 337150
6.6,56.0,202.0,70.0,52,61.0, 58422650, 149022650
7.0,,43.0,23.0,57,77.0, 4836637, 4836637
5.8,25.0,71.0,31.0,15,56.0, 40693477, 40693477
5.6,,16.0,10.0,75,44.0, 231826, 231826
6.6,49.0,140.0,34.0,48,62.0, 58883840, 137783840
7.7,62.0,376.0,86.0,82,89.0, 141340178, 243240178
5.9,,48.0,30.0,54,36.0, 28590665, 28590665
5.4,,65.0,45.0,18,25.0, 17129026, 17129026
6.5,,37.0,13.0,31,69.0, 9223441, 9223441
6.5,,37.0,13.0,76,87.0, 9223441, 9223441
8.5,67.0,2538.0,249.0,31,69.0, 187705427, 460583960
8.5,67.0,2538.0,249.0,76,87.0, 187705427, 460583960
7.8,80.0,390.0,122.0,95,88.0, 10725228, 10725228
5.6,69.0,21.0,17.0,63,40.0, 114516, 114516
5.5,50.0,175.0,119.0,41,35.0, 12534961, 12534961
6.5,,73.0,25.0,65,50.0, 19507345, 19507345
6.5,,73.0,25.0,95,87.0, 19507345, 19507345
6.6,50.0,71.0,35.0,52,59.0, 24276506, 29302121
6.7,,236.0,54.0,32,61.0, 173585516, 365070556
4.8,50.0,51.0,18.0,40,24.0, 58662452, 58662452
5.8,,51.0,44.0,63,35.0, 35208854, 35208854
7.5,,86.0,55.0,93,87.0, 10555619, 10555619
6.2,,76.0,50.0,39,44.0, 4943279, 4943279
6.2,43.0,362.0,121.0,42,48.0, 25268157, 35492921
5.8,53.0,26.0,11.0,33,47.0, 90091, 90091
7.1,60.0,67.0,18.0,78,90.0, 20146880, 20146880
5.4,42.0,117.0,69.0,35,31.0, 32100816, 32100816
7.2,67.0,203.0,55.0,78,84.0, 107533928, 132440069
6.7,40.0,148.0,81.0,59,61.0, 144731527, 321731527
6.5,65.0,17.0,19.0,57,61.0, 692585, 692585
7.3,80.0,78.0,29.0,92,80.0, 7286388, 7286388
6.6,,23.0,17.0,40,56.0, 1014726, 1014726
7.2,,115.0,76.0,65,81.0, 1862805, 1862805
7.7,72.0,175.0,68.0,88,91.0, 48169910, 48169910
6.4,,31.0,15.0,81,69.0, 6742168, 6742168
6.0,,62.0,24.0,19,46.0, 45500797, 45500797
7.0,73.0,507.0,137.0,84,79.0, 166244045, 330444045
6.0,48.0,76.0,70.0,23,31.0, 14358033, 14358033
6.5,46.0,54.0,30.0,23,65.0, 50752337, 50752337
5.5,,24.0,9.0,16,51.0, 40227006, 40227006
5.4,,36.0,13.0,9,43.0, 2034470, 2034470
6.0,,51.0,15.0,13,40.0, 20883046, 20883046
5.9,,46.0,18.0,58,38.0, 13351357, 13351357
7.7,64.0,169.0,77.0,75,86.0, 27281507, 32090708
7.6,68.0,243.0,52.0,86,87.0, 52929168, 64088552
7.0,46.0,297.0,32.0,39,88.0, 2819485, 2819485
5.9,,115.0,43.0,24,37.0, 44065653, 44065653
6.9,64.0,142.0,56.0,72,73.0, 83351587, 178051587
7.0,,54.0,24.0,71,78.0, 4058564, 4058564
6.5,,28.0,13.0,63,53.0, 3067917, 3067917
7.0,,74.0,14.0,33,72.0, 4651977, 4651977
6.1,,95.0,71.0,57,41.0, 21370057, 37170057
7.0,79.0,88.0,53.0,95,75.0, 2502551, 2502551
8.3,79.0,1060.0,203.0,91,94.0, 2832029, 2859750
7.2,68.0,153.0,48.0,80,83.0, 43440294, 43440294
8.0,59.0,362.0,58.0,88,92.0, 63095253, 134095253
6.9,65.0,92.0,23.0,60,69.0, 14715067, 14715067
6.7,,83.0,46.0,50,56.0, 2735731, 2735731
7.2,,27.0,26.0,91,89.0, 141554, 143010
6.4,63.0,94.0,66.0,55,44.0, 48017402, 48017402
6.4,51.0,116.0,30.0,72,65.0, 139605150, 231605150
7.1,,120.0,66.0,78,80.0, 51432691, 105232691
6.8,,16.0,9.0,100,83.0, 1373196, 1373196
6.2,,52.0,24.0,40,55.0, 10736401, 10736401
4.3,,85.0,21.0,8,21.0, 28411210, 70611210
5.6,,39.0,25.0,23,40.0, 12282994, 12282994
4.9,19.0,292.0,72.0,10,17.0, 14230455, 14828081
6.8,,91.0,18.0,88,75.0, 22660758, 22660758
5.3,,65.0,11.0,14,40.0, 3560469, 3560469
5.1,40.0,159.0,29.0,30,39.0, 23278931, 23278931
6.3,,61.0,28.0,69,47.0, 13249535, 13249535
6.3,,61.0,28.0,10,22.0, 13249535, 13249535
5.3,37.0,134.0,132.0,69,47.0, 24094, 9612469
5.3,37.0,134.0,132.0,10,22.0, 24094, 9612469
4.4,18.0,839.0,158.0,8,30.0, 18535812, 31070211
6.5,58.0,190.0,93.0,78,62.0, 83563139, 156563139
6.5,,19.0,17.0,49,48.0, 221295, 221295
6.5,,19.0,17.0,25,57.0, 221295, 221295
6.5,43.0,166.0,61.0,49,48.0, 260562, 1308242
6.5,43.0,166.0,61.0,25,57.0, 260562, 1308242
8.2,85.0,559.0,116.0,96,93.0, 101157447, 159157447
6.0,35.0,143.0,99.0,24,46.0, 36299898, 36299898
6.1,,19.0,9.0,44,40.0, 17957265, 17957265
6.6,,21.0,11.0,53,61.0, 1100218, 1100218
7.0,57.0,189.0,74.0,84,84.0, 121697323, 183097323
6.7,,34.0,14.0,80,75.0, 390152, 390152
5.5,,22.0,24.0,33,35.0, 11124511, 11124511
6.5,57.0,38.0,9.0,50,82.0, 5519569, 5519569
6.7,62.0,137.0,59.0,76,63.0, 48919043, 48919043
6.2,,58.0,18.0,73,50.0, 24103594, 24103594
6.3,,71.0,14.0,21,60.0, 2850263, 2850263
7.1,,126.0,46.0,62,68.0, 36733909, 36733909
5.6,39.0,174.0,114.0,33,46.0, 24174218, 29715606
7.4,,82.0,42.0,87,86.0, 112547, 112547
7.5,57.0,642.0,242.0,73,87.0, 11502976, 11502976
6.0,,39.0,9.0,22,67.0, 8041049, 8041049
7.8,,166.0,66.0,84,88.0, 5635204, 5635204
4.9,,33.0,14.0,23,30.0, 53443066, 118243066
5.5,33.0,40.0,19.0,54,41.0, 1519366, 1519366
5.9,65.0,89.0,71.0,71,38.0, 428868, 428868
4.5,,85.0,30.0,8,22.0, 13273595, 13273595
4.9,,45.0,11.0,18,21.0, 10058318, 10058318
6.5,68.0,13.0,5.0,82,62.0, 212483, 212483
7.8,80.0,211.0,55.0,97,93.0, 17287898, 17287898
4.3,18.0,80.0,59.0,22,20.0, 6980986, 6980986
7.1,,50.0,51.0,90,83.0, 26351, 26351
6.4,60.0,188.0,94.0,68,52.0, 84049211, 255000211
7.0,60.0,108.0,51.0,77,81.0, 68856263, 154856263
5.8,,84.0,39.0,25,41.0, 13609396, 13609396
5.7,,20.0,17.0,40,35.0, 23671, 1261210
6.0,52.0,253.0,130.0,40,35.0, 55591409, 103891409
6.0,53.0,77.0,94.0,56,37.0, 10611160, 10611160
6.8,76.0,141.0,54.0,95,72.0, 63270710, 63270710
7.6,78.0,451.0,166.0,91,90.0, 7993039, 7993039
6.7,34.0,244.0,107.0,62,66.0, 58055768, 58055768
3.7,,62.0,80.0,13,26.0, 2341309, 2341309
7.0,,96.0,36.0,71,79.0, 35113743, 63513743
5.0,28.0,17.0,6.0,14,43.0, 1450029, 1450029
7.6,56.0,422.0,78.0,74,84.0, 40903593, 40903593
6.6,,104.0,42.0,42,57.0, 19885552, 19885552
6.8,58.0,163.0,71.0,75,64.0, 158348367, 270248367
5.9,79.0,72.0,26.0,58,50.0, 77698625, 153698625
7.6,,281.0,22.0,80,89.0, 10769960, 10769960
4.5,,46.0,28.0,11,23.0, 5086909, 5086909
6.4,,161.0,49.0,26,54.0, 44789789, 60613008
8.0,72.0,722.0,181.0,96,88.0, 70906973, 70906973
5.6,,40.0,24.0,38,34.0, 22866222, 22866222
6.2,,195.0,96.0,53,49.0, 32589677, 74189677
6.8,,41.0,29.0,40,71.0, 5864949, 5864949
6.8,,185.0,55.0,33,71.0, 39514713, 39514713
7.1,,24.0,13.0,50,72.0, 1677807, 1677807
6.6,,109.0,33.0,57,63.0, 38922972, 133752825
6.9,,89.0,27.0,30,72.0, 6265311, 6265311
7.2,74.0,155.0,74.0,96,79.0, 102314823, 176997168
8.1,84.0,173.0,58.0,94,95.0, 25096862, 65796862
5.9,35.0,130.0,59.0,34,47.0, 106614059, 266614059
6.5,,50.0,19.0,58,66.0, 14904910, 14904910
5.7,,15.0,6.0,25,48.0, 1640220, 1640220
7.7,84.0,115.0,28.0,86,89.0, 32901136, 32901136
6.6,,86.0,31.0,35,55.0, 12526677, 12526677
8.1,68.0,1053.0,352.0,91,91.0, 402828120, 1030314141
6.7,49.0,174.0,62.0,58,64.0, 2395231, 2395231
6.4,44.0,284.0,111.0,36,47.0, 50016394, 137298489
4.8,,187.0,85.0,23,32.0, 8556940, 8556940
6.1,,95.0,38.0,68,53.0, 4858139, 4858139
4.4,,33.0,16.0,0,29.0, 10340263, 10340263
6.8,,30.0,15.0,71,77.0, 9285189, 9285189
5.0,,24.0,18.0,31,30.0, 44942695, 104942695
5.0,,24.0,18.0,58,33.0, 44942695, 104942695
6.4,,107.0,47.0,59,46.0, 46405336, 46405336
5.2,,41.0,36.0,17,43.0, 12974636, 12974636
7.4,,106.0,70.0,93,84.0, 11330911, 11330911
5.8,,12.0,7.0,33,41.0, 2059832, 2059832
6.8,,61.0,90.0,94,62.0, 9532895, 9532895
7.5,76.0,112.0,32.0,84,93.0, 27912072, 27912072
5.8,,35.0,15.0,46,51.0, 8345845, 8345845
5.8,,35.0,15.0,50,19.0, 8345845, 8345845
3.8,,27.0,9.0,7,33.0, 4348572, 4348572
5.9,,18.0,10.0,52,44.0, 3125424, 3125424
7.0,53.0,261.0,57.0,71,77.0, 219195243, 441286195
7.3,,181.0,41.0,90,86.0, 22549338, 22549338
7.3,,181.0,41.0,86,77.0, 22549338, 22549338
5.4,,60.0,26.0,14,45.0, 3335984, 3335984
6.8,,72.0,17.0,42,74.0, 27804899, 27804899
6.0,,11.0,10.0,56,36.0, 1884814, 1884814
8.0,82.0,496.0,232.0,95,91.0, 75082668, 88170974
5.7,,61.0,32.0,30,32.0, 22189039, 22189039
5.8,,22.0,13.0,50,62.0, 2119994, 2119994
6.5,,33.0,12.0,22,69.0, 6582052, 6582052
7.2,74.0,76.0,59.0,84,82.0, 5377643, 5377643
6.6,50.0,105.0,54.0,53,61.0, 100768056, 195268056
7.6,71.0,141.0,68.0,79,84.0, 31130999, 135130999
7.7,66.0,292.0,82.0,80,89.0, 77446440, 206678440
7.6,89.0,265.0,86.0,92,86.0, 40157856, 40168956
6.0,51.0,34.0,14.0,37,84.0, 27515786, 27515786
6.5,,37.0,14.0,43,80.0, 23032565, 23032565
6.5,,37.0,14.0,62,43.0, 23032565, 23032565
7.8,84.0,189.0,66.0,95,90.0, 23237911, 23237911
6.2,56.0,83.0,44.0,33,39.0, 63179523, 107198790
6.7,44.0,207.0,45.0,40,81.0, 35739755, 35739755
4.1,40.0,198.0,98.0,3,14.0, 10696210, 10696210
6.6,,92.0,34.0,22,62.0, 3275585, 3275585
6.0,53.0,42.0,18.0,35,52.0, 53615089, 56500758
8.9,94.0,1642.0,221.0,97,97.0, 96898818, 322243445
7.4,89.0,90.0,40.0,100,86.0, 7266383, 7266383
7.3,,92.0,25.0,97,89.0, 25842377, 25842377
5.6,38.0,87.0,20.0,7,61.0, 57319029, 57319029
6.8,72.0,101.0,38.0,88,71.0, 6405918, 6405918
5.0,38.0,77.0,49.0,11,28.0, 36300000, 116300000
6.4,,126.0,43.0,54,68.0, 11585483, 11585483
3.9,33.0,46.0,23.0,6,19.0, 2438031, 2438031
5.6,49.0,91.0,88.0,50,41.0, 1013945, 68129518
5.8,,95.0,37.0,17,35.0, 24107867, 24107867
4.8,40.0,89.0,65.0,23,34.0, 42273609, 42273609
5.3,,28.0,23.0,29,16.0, 6419876, 6419876
6.4,,54.0,20.0,57,70.0, 1029721, 1029721
5.5,,10.0,14.0,53,36.0, 5516936, 5516936
7.9,59.0,506.0,147.0,92,93.0, 12281551, 12281551
6.8,,85.0,22.0,54,77.0, 18898806, 18898806
6.2,60.0,85.0,42.0,61,63.0, 48197805, 48197805
4.8,,52.0,13.0,10,41.0, 12741891, 12741891
7.8,73.0,326.0,85.0,90,89.0, 10032765, 10032765
4.5,39.0,25.0,7.0,15,40.0, 11798854, 11798854
6.6,,40.0,16.0,31,94.0, 19623396, 19623396
6.6,,34.0,13.0,53,83.0, 16192320, 16192320
6.9,37.0,268.0,79.0,47,57.0, 72217396, 107217396
5.5,,28.0,8.0,21,35.0, 21011318, 21011318
6.9,53.0,36.0,35.0,60,68.0, 757088, 757088
6.1,,85.0,25.0,20,52.0, 16827402, 16827402
5.2,,45.0,25.0,9,40.0, 15240435, 15240435
7.0,74.0,50.0,42.0,82,80.0, 7266973, 7266973
5.6,16.0,134.0,39.0,10,35.0, 42614912, 119208989
5.0,,26.0,14.0,13,40.0, 7941977, 7941977
6.2,,37.0,26.0,63,45.0, 16696219, 16696219
6.2,,71.0,43.0,32,40.0, 30156002, 30156002
6.4,,36.0,33.0,78,58.0, 3359465, 3359465
7.1,69.0,473.0,503.0,78,76.0, 237283207, 538983207
6.0,,120.0,26.0,14,52.0, 163971, 163971
6.2,,47.0,23.0,40,37.0, 3038499, 3038499
6.9,74.0,147.0,50.0,80,74.0, 122187717, 215887717
7.7,70.0,637.0,135.0,88,89.0, 3151130, 3151130
6.7,65.0,103.0,48.0,78,69.0, 92115211, 117615211
5.5,,88.0,18.0,10,67.0, 7408745, 7408745
5.2,36.0,119.0,60.0,21,30.0, 19726050, 19726050
5.6,37.0,47.0,55.0,20,35.0, 13023075, 13105853
7.0,65.0,44.0,32.0,77,90.0, 13642861, 13642861
7.6,71.0,585.0,143.0,82,90.0, 50693129, 50693129
4.9,25.0,87.0,45.0,0,32.0, 1702394, 1702394
7.3,72.0,78.0,62.0,84,81.0, 3103716, 3103716
6.1,58.0,103.0,60.0,58,41.0, 83015089, 214015089
5.6,,46.0,27.0,41,31.0, 28735315, 28735315
7.3,41.0,454.0,92.0,67,84.0, 127175374, 247275374
