avg_vote,metascore,reviews_from_users,reviews_from_critics,tomatometer_rating,audience_rating,usa_gross_income,worlwide_gross_income
7.2,79.0,28.0,98.0,43,49.0, 769552, 769552
7.2,79.0,28.0,98.0,95,82.0, 769552, 769552
7.5,60.0,190.0,135.0,80,85.0, 48482, 48482
5.7,40.0,43.0,8.0,29,55.0, 17246, 17246
6.5,50.0,108.0,79.0,55,54.0, 4488529, 4488529
6.5,50.0,108.0,79.0,43,53.0, 4488529, 4488529
6.8,57.0,86.0,73.0,55,54.0, 1200234, 6819587
6.8,57.0,86.0,73.0,43,53.0, 1200234, 6819587
5.5,,56.0,38.0,23,41.0, 12214338, 12214338
5.6,22.0,183.0,163.0,11,55.0, 3117085, 3117085
7.5,79.0,36.0,24.0,88,81.0, 117471, 117471
5.8,7.0,68.0,29.0,13,48.0, 7027345, 7201701
5.8,7.0,68.0,29.0,36,28.0, 7027345, 7201701
7.4,64.0,100.0,148.0,84,82.0, 10726630, 16607575
6.2,53.0,31.0,33.0,56,55.0, 187152, 187152
7.1,65.0,150.0,55.0,84,85.0, 591165, 591165
7.1,65.0,150.0,55.0,53,46.0, 591165, 591165
7.0,61.0,148.0,86.0,73,68.0, 34134641, 35547761
4.6,25.0,162.0,85.0,19,35.0, 14990582, 24362772
5.2,38.0,290.0,96.0,15,24.0, 31502583, 74608570
5.2,40.0,92.0,65.0,29,30.0, 36989956, 38793283
6.6,28.0,334.0,72.0,46,75.0, 10571408, 10571408
6.9,61.0,229.0,401.0,68,62.0, 2328743, 24261569
6.2,,130.0,17.0,13,88.0, 9639390, 9639390
6.4,50.0,82.0,20.0,46,59.0, 145071, 145071
3.6,27.0,90.0,61.0,25,21.0, 35268275, 59468275
7.7,73.0,948.0,163.0,81,88.0, 52037603, 83137603
7.2,76.0,534.0,171.0,76,81.0, 4906229, 10409377
7.2,73.0,689.0,188.0,71,77.0, 95636509, 173013509
5.8,59.0,37.0,44.0,77,63.0, 11683047, 11683047
5.7,30.0,171.0,113.0,16,36.0, 30208599, 40400425
5.5,52.0,640.0,192.0,68,45.0, 125305545, 264105545
4.3,51.0,164.0,47.0,68,45.0, 3150000, 3150000
3.9,44.0,80.0,43.0,16,23.0, 9974410, 9974410
6.0,68.0,61.0,35.0,86,54.0, 632283, 635680
6.2,33.0,205.0,83.0,22,41.0, 6285176, 8694320
6.3,53.0,30.0,30.0,36,75.0, 14011454, 14011454
5.6,33.0,87.0,110.0,17,37.0, 22965110, 36088028
4.8,16.0,172.0,102.0,8,22.0, 16815253, 31355910
7.5,84.0,299.0,330.0,93,89.0, 31841299, 54586584
5.9,45.0,273.0,110.0,43,38.0, 14856291, 21150265
6.4,45.0,276.0,62.0,36,55.0, 61335230, 71732303
5.9,51.0,405.0,77.0,40,55.0, 63366989, 103166989
6.0,37.0,154.0,100.0,28,58.0, 27100031, 58900031
6.6,51.0,685.0,197.0,46,58.0, 155464351, 291420351
5.5,37.0,81.0,67.0,10,35.0, 32269834, 38464131
5.5,20.0,89.0,28.0,16,45.0, 8745680, 9902115
7.0,52.0,48.0,18.0,61,92.0, 25059640, 25059640
7.8,73.0,1119.0,227.0,88,84.0, 233632142, 429632142
7.3,88.0,497.0,130.0,92,84.0, 6217849, 8764007
6.3,62.0,121.0,78.0,81,55.0, 1955933, 1955933
7.3,65.0,1015.0,260.0,68,80.0, 101071502, 206071502
6.7,67.0,354.0,87.0,51,60.0, 19288130, 19288130
7.2,,129.0,17.0,78,83.0, 2087228, 2087228
7.2,,129.0,17.0,32,50.0, 2087228, 2087228
4.9,33.0,131.0,83.0,12,34.0, 36050230, 51880044
5.9,42.0,1280.0,222.0,49,36.0, 181171875, 368780809
6.2,57.0,355.0,406.0,64,55.0, 71628180, 146428180
5.2,33.0,91.0,68.0,10,30.0, 11263966, 11788676
5.6,52.0,428.0,201.0,80,66.0, 25473352, 68357079
5.6,52.0,428.0,201.0,47,28.0, 25473352, 68357079
7.0,58.0,788.0,154.0,61,61.0, 102561004, 235483004
6.7,43.0,576.0,109.0,20,57.0, 39785027, 144056873
5.1,17.0,193.0,103.0,3,43.0, 29381494, 40443010
6.8,70.0,383.0,170.0,72,70.0, 16797191, 16797191
6.0,57.0,68.0,37.0,47,46.0, 357197, 1277187
5.8,24.0,642.0,192.0,28,27.0, 73209340, 190213455
6.9,,147.0,41.0,72,69.0, 2160710, 2160710
5.7,56.0,145.0,101.0,53,34.0, 11614954, 11670561
5.8,42.0,145.0,60.0,28,53.0, 17845337, 22593409
7.0,67.0,384.0,175.0,67,70.0, 21142914, 21142914
6.4,45.0,565.0,172.0,59,49.0, 118907036, 193921372
6.4,42.0,330.0,138.0,31,53.0, 74078174, 105178561
5.9,61.0,192.0,102.0,67,41.0, 140035367, 300135367
7.6,74.0,1129.0,253.0,83,77.0, 96522687, 209947037
3.1,,74.0,35.0,21,18.0, 9257103, 9257103
6.9,33.0,194.0,43.0,48,82.0, 4217115, 4217115
5.2,21.0,36.0,11.0,17,42.0, 4705631, 4705631
7.0,73.0,255.0,112.0,93,78.0, 3204663, 3325736
6.1,52.0,366.0,71.0,33,61.0, 55973336, 91036760
6.7,48.0,99.0,100.0,45,56.0, 26483452, 80767884
4.1,42.0,86.0,55.0,21,40.0, 7316658, 8378853
5.0,,15.0,18.0,0,65.0, 6033999, 6033999
5.5,,83.0,46.0,33,38.0, 8302478, 8302478
4.7,40.0,172.0,61.0,19,27.0, 5411999, 7622365
6.7,56.0,219.0,80.0,51,64.0, 39263420, 113996937
8.0,86.0,432.0,158.0,96,91.0, 6203044, 6416325
6.8,54.0,127.0,81.0,63,72.0, 14859394, 14936407
6.5,,35.0,23.0,89,71.0, 9740, 9740
6.5,,35.0,23.0,82,77.0, 9740, 9740
7.3,67.0,126.0,162.0,89,71.0, 50151543, 99783556
7.3,67.0,126.0,162.0,82,77.0, 50151543, 99783556
6.8,72.0,640.0,236.0,81,66.0, 59623958, 99378985
6.8,72.0,640.0,236.0,17,52.0, 59623958, 99378985
5.2,31.0,1178.0,239.0,81,66.0, 21903748, 44664690
5.2,31.0,1178.0,239.0,17,52.0, 21903748, 44664690
5.6,33.0,68.0,53.0,10,56.0, 6651522, 14400327
8.9,94.0,3528.0,346.0,93,86.0, 377845905, 1120424614
8.7,87.0,2488.0,315.0,95,95.0, 342551365, 927600630
8.1,64.0,2169.0,261.0,86,90.0, 293506292, 672806292
5.1,42.0,162.0,46.0,32,60.0, 30636478, 30636478
4.2,36.0,227.0,74.0,19,37.0, 6880917, 28283637
2.5,16.0,61.0,24.0,0,17.0, 292152, 292152
7.1,78.0,34.0,30.0,87,80.0, 65090, 65090
8.0,61.0,704.0,130.0,69,91.0, 4184036, 40031879
7.3,62.0,162.0,118.0,79,86.0, 21078145, 23367586
8.1,84.0,266.0,73.0,95,93.0, 909043, 1724806
8.3,86.0,2812.0,194.0,87,93.0, 130096601, 356296601
6.1,46.0,542.0,130.0,100,96.0, 260044825, 345141403
5.1,22.0,16.0,5.0,20,38.0, 7838, 7838
7.0,55.0,156.0,87.0,76,71.0, 139692, 148701
5.7,42.0,92.0,39.0,24,36.0, 1638202, 3284444
5.7,42.0,92.0,39.0,0,39.0, 1638202, 3284444
6.3,60.0,258.0,145.0,69,59.0, 37047880, 59945183
6.1,69.0,260.0,158.0,83,45.0, 25170054, 29364989
7.5,86.0,441.0,120.0,88,87.0, 11540607, 11540607
6.6,43.0,156.0,94.0,34,65.0, 1060512, 2466444
6.6,38.0,514.0,102.0,22,78.0, 138608444, 273339556
7.3,51.0,405.0,55.0,54,84.0, 28912646, 48350205
6.0,43.0,39.0,39.0,39,76.0, 5985690, 5985690
6.4,49.0,780.0,174.0,45,48.0, 32131830, 85131830
5.8,22.0,3.0,18.0,27,72.0, 117608, 117608
4.6,41.0,44.0,58.0,25,13.0, 929606, 1281813
4.5,10.0,83.0,47.0,13,32.0, 4159986, 4775009
5.7,24.0,187.0,109.0,19,54.0, 37761915, 90726668
6.4,50.0,43.0,51.0,63,85.0, 27457409, 27958191
8.0,77.0,1470.0,234.0,83,89.0, 22455976, 48451803
4.2,24.0,163.0,82.0,5,24.0, 10667893, 10667893
5.9,31.0,112.0,67.0,28,47.0, 5108820, 12591270
6.6,65.0,146.0,251.0,85,67.0, 149260504, 554987477
5.4,18.0,34.0,31.0,14,45.0, 146193, 146193
7.3,70.0,644.0,228.0,90,79.0, 71583916, 90683916
6.4,59.0,782.0,235.0,47,64.0, 182618434, 328718434
7.6,67.0,578.0,259.0,72,85.0, 40660952, 53653224
6.6,59.0,146.0,112.0,63,66.0, 6835856, 10011050
6.6,39.0,191.0,79.0,39,74.0, 2205627, 2595216
6.7,48.0,320.0,230.0,44,67.0, 163958031, 317375031
4.1,22.0,79.0,11.0,14,28.0, 28149, 28149
6.1,34.0,264.0,153.0,32,37.0, 24403552, 56359980
3.8,12.0,176.0,62.0,4,19.0, 4420080, 7103973
7.3,70.0,312.0,134.0,75,83.0, 7065332, 17989227
8.3,68.0,2040.0,245.0,79,93.0, 3635482, 7390108
6.5,,105.0,9.0,50,79.0, 2276602, 2276602
5.6,41.0,91.0,36.0,42,28.0, 6291602, 14145677
6.3,46.0,155.0,39.0,36,65.0, 68518533, 117758500
7.3,62.0,331.0,130.0,74,79.0, 51804714, 80049764
7.6,80.0,1352.0,268.0,91,80.0, 132072926, 358372926
6.3,57.0,151.0,75.0,55,41.0, 13596911, 14026418
7.6,86.0,893.0,227.0,92,85.0, 124115725, 207515725
7.9,90.0,845.0,155.0,89,92.0, 32534850, 47383689
7.0,63.0,250.0,59.0,66,78.0, 16970581, 28780255
6.0,35.0,102.0,61.0,50,40.0, 299792, 299792
6.9,42.0,380.0,102.0,36,58.0, 58223861, 87423861
6.9,45.0,19.0,4.0,50,, 12024, 12024
6.6,49.0,491.0,158.0,47,57.0, 90570999, 149270999
5.7,34.0,975.0,191.0,25,30.0, 60883407, 110983407
7.0,56.0,642.0,203.0,72,64.0, 46566212, 97837138
7.0,77.0,153.0,114.0,81,74.0, 8598593, 10994533
6.9,56.0,677.0,168.0,58,79.0, 56569702, 117487473
6.1,53.0,154.0,89.0,64,58.0, 16025437, 19260537
6.5,77.0,295.0,135.0,79,65.0, 56937502, 99274467
5.1,34.0,98.0,35.0,29,27.0, 60020107, 62464731
7.3,73.0,340.0,180.0,82,83.0, 19393557, 33426588
2.5,9.0,1351.0,184.0,3,12.0, 21471685, 29725663
5.3,38.0,248.0,88.0,22,56.0, 39464775, 58292295
7.1,77.0,93.0,217.0,89,75.0, 1109660, 1521261
7.1,77.0,93.0,217.0,83,60.0, 1109660, 1521261
6.5,81.0,3492.0,405.0,87,56.0, 140539099, 248639099
7.2,61.0,199.0,380.0,71,66.0, 2547047, 27603069
5.7,25.0,151.0,33.0,29,46.0, 15506764, 15910104
7.3,67.0,534.0,132.0,70,81.0, 45010278, 68106245
7.0,76.0,89.0,75.0,81,83.0, 1302067, 1302067
5.3,46.0,17.0,14.0,22,70.0, 19823, 19823
6.4,73.0,347.0,171.0,78,53.0, 90464773, 128884132
5.7,48.0,112.0,72.0,28,42.0, 13305101, 16923761
5.7,52.0,158.0,109.0,52,32.0, 36805288, 53425292
5.0,13.0,171.0,67.0,3,49.0, 20069008, 24419914
6.2,50.0,199.0,244.0,49,51.0, 70662220, 149228077
6.7,52.0,567.0,237.0,57,68.0, 82348319, 155010032
5.0,,17.0,29.0,26,28.0, 19440089, 19440089
6.1,51.0,156.0,110.0,58,39.0, 5142576, 16171098
5.8,38.0,103.0,62.0,33,53.0, 4781539, 16176732
6.6,56.0,156.0,58.0,73,72.0, 3165544, 3728888
6.9,71.0,333.0,208.0,82,74.0, 8293784, 11155214
6.7,47.0,317.0,51.0,45,64.0, 57262492, 106371651
6.3,53.0,39.0,14.0,44,21.0, 367098, 367098
3.6,14.0,604.0,77.0,10,20.0, 15391970, 33978694
7.7,69.0,892.0,98.0,77,89.0, 45512588, 71868327
6.6,44.0,46.0,32.0,31,61.0, 51080, 184301
5.9,48.0,386.0,133.0,48,41.0, 69243859, 215663859
5.5,53.0,58.0,37.0,42,66.0, 30250745, 32445215
6.6,30.0,262.0,119.0,41,66.0, 44737059, 50054511
6.0,46.0,203.0,118.0,32,50.0, 37170488, 62198945
5.7,45.0,40.0,38.0,55,55.0, 13572400, 27965865
5.6,24.0,190.0,90.0,9,43.0, 35046120, 50802120
4.3,16.0,224.0,122.0,9,20.0, 21468807, 38574362
5.2,47.0,3.0,3.0,57,, 2000, 2000
5.2,21.0,207.0,111.0,0,28.0, 7660806, 11560806
5.2,21.0,207.0,111.0,8,38.0, 7660806, 11560806
5.2,29.0,73.0,29.0,2,29.0, 623374, 763740
6.6,77.0,120.0,54.0,91,62.0, 779137, 779137
7.3,73.0,511.0,170.0,84,81.0, 125595205, 256271286
6.7,36.0,708.0,154.0,34,68.0, 53331147, 112880294
5.2,25.0,160.0,45.0,17,61.0, 10522168, 10873148
5.8,35.0,218.0,106.0,32,54.0, 5718096, 10313019
6.1,41.0,82.0,15.0,22,76.0, 57328603, 59827328
4.0,43.0,15.0,9.0,20,40.0, 1248746, 1248746
6.7,69.0,192.0,92.0,66,57.0, 17266359, 29934477
6.5,61.0,529.0,140.0,64,80.0, 45172250, 60780981
5.5,32.0,62.0,67.0,11,26.0, 8434146, 8678812
8.0,78.0,631.0,260.0,96,90.0, 289916256, 632316649
5.3,46.0,362.0,122.0,33,34.0, 4750602, 23726793
5.7,34.0,349.0,147.0,14,28.0, 17480890, 33463969
7.2,69.0,202.0,231.0,79,74.0, 30060660, 64828421
3.9,23.0,156.0,105.0,17,15.0, 10155690, 10155690
6.5,76.0,136.0,55.0,84,66.0, 1055671, 1182065
5.7,27.0,384.0,158.0,23,71.0, 60786269, 113916474
5.9,62.0,69.0,54.0,53,39.0, 3050532, 5753678
6.3,54.0,194.0,97.0,52,59.0, 17008282, 19334145
6.7,49.0,332.0,123.0,45,70.0, 6055661, 13200972
7.1,51.0,437.0,260.0,60,73.0, 75764672, 194564672
7.6,66.0,2322.0,193.0,76,89.0, 57386607, 184928135
7.2,56.0,237.0,103.0,42,81.0, 48818921, 82343495
6.6,65.0,75.0,58.0,82,58.0, 43805, 43805
5.4,29.0,131.0,67.0,11,50.0, 21799652, 25850615
5.1,30.0,311.0,171.0,10,27.0, 41821986, 76899937
5.3,22.0,185.0,106.0,10,29.0, 28946615, 47267829
6.0,52.0,384.0,121.0,63,66.0, 68379000, 90449929
5.7,30.0,210.0,93.0,22,42.0, 65538755, 92938755
4.0,19.0,120.0,40.0,21,41.0, 15933506, 19748009
6.4,43.0,27.0,20.0,28,49.0, 517262, 517262
6.2,42.0,98.0,51.0,53,66.0, 268117, 268117
6.2,53.0,324.0,91.0,52,59.0, 91057006, 131706809
6.6,75.0,343.0,156.0,74,65.0, 21974919, 36642838
5.3,41.0,89.0,73.0,34,43.0, 5020111, 10194274
7.9,84.0,1310.0,315.0,92,85.0, 35552383, 70099445
7.2,48.0,112.0,47.0,52,76.0, 568762, 595005
6.4,47.0,399.0,154.0,0,29.0, 182811707, 374111707
6.4,47.0,399.0,154.0,54,54.0, 182811707, 374111707
5.1,,8.0,8.0,33,68.0, 890303, 890303
5.1,33.0,150.0,104.0,30,57.0, 117559438, 173959438
7.8,51.0,1039.0,315.0,58,85.0, 145000989, 226830568
6.9,59.0,371.0,142.0,76,73.0, 17872723, 22428990
8.4,80.0,2166.0,203.0,92,94.0, 25544867, 39723096
6.3,48.0,910.0,212.0,47,63.0, 202019785, 443280904
5.3,33.0,223.0,108.0,16,59.0, 60400856, 94728529
6.3,40.0,692.0,234.0,45,57.0, 61334059, 104155843
6.8,70.0,333.0,120.0,89,78.0, 2554, 2554
6.7,70.0,93.0,97.0,87,75.0, 1565852, 1666028
7.2,63.0,78.0,38.0,74,78.0, 3059834, 3171273
5.9,45.0,91.0,48.0,35,38.0, 109130, 321279
5.6,23.0,61.0,37.0,16,55.0, 3157348, 3169930
6.7,52.0,213.0,71.0,42,82.0, 17200925, 26385941
7.8,48.0,439.0,158.0,73,93.0, 115654751, 136706683
4.9,35.0,80.0,86.0,31,32.0, 66957026, 183611771
4.4,25.0,689.0,215.0,19,25.0, 13121555, 17077882
8.3,69.0,1409.0,254.0,89,95.0, 33225499, 173924742
6.5,33.0,207.0,133.0,24,54.0, 14377198, 32685679
6.5,33.0,207.0,133.0,17,, 14377198, 32685679
6.2,43.0,383.0,146.0,42,69.0, 106807667, 212742720
7.0,75.0,230.0,257.0,81,76.0, 9369755, 15636462
7.0,75.0,230.0,257.0,86,74.0, 9369755, 15636462
5.7,35.0,24.0,25.0,11,40.0, 318823, 318823
6.6,54.0,75.0,37.0,57,80.0, 1115313, 1162001
6.8,57.0,1383.0,285.0,39,62.0, 165092268, 351692268
6.2,44.0,1996.0,194.0,24,66.0, 198542554, 449220945
6.4,55.0,309.0,105.0,58,65.0, 68540777, 119754278
7.6,53.0,692.0,192.0,54,82.0, 51401758, 96976270
5.9,49.0,295.0,155.0,41,32.0, 34604280, 96085477
4.2,18.0,9.0,23.0,8,27.0, 1247949, 1247949
7.1,49.0,79.0,52.0,49,76.0, 1871025, 3033646
7.5,72.0,1200.0,232.0,73,81.0, 77812000, 193772504
5.4,23.0,101.0,54.0,23,52.0, 12394327, 12452362
7.3,62.0,1472.0,334.0,70,77.0, 95011339, 248118121
4.5,,4.0,1.0,51,33.0, 6092, 137931
6.3,56.0,28.0,35.0,48,78.0, 75228, 75228
3.9,20.0,182.0,67.0,4,26.0, 3111545, 4299141
6.1,31.0,224.0,129.0,24,50.0, 11328094, 18195610
7.4,78.0,347.0,128.0,94,89.0, 18715392, 20789556
6.1,33.0,186.0,91.0,12,61.0, 16534221, 35402320
6.8,42.0,342.0,131.0,53,67.0, 75793305, 124745083
4.8,26.0,365.0,125.0,18,39.0, 33022767, 47053625
6.6,62.0,339.0,149.0,57,55.0, 12008642, 44567606
6.6,62.0,339.0,149.0,92,75.0, 12008642, 44567606
7.0,77.0,373.0,327.0,57,55.0, 43787265, 58980521
7.0,77.0,373.0,327.0,92,75.0, 43787265, 58980521
5.0,31.0,71.0,39.0,22,19.0, 10042516, 10890222
6.3,53.0,53.0,87.0,62,62.0, 45554533, 96159800
6.0,65.0,147.0,49.0,68,49.0, 1057750, 1431406
4.0,19.0,636.0,158.0,11,26.0, 30354442, 37664855
7.6,52.0,439.0,152.0,55,87.0, 52990775, 83282296
6.5,56.0,68.0,19.0,69,64.0, 279225, 279225
5.8,34.0,209.0,101.0,21,39.0, 18150259, 23619609
6.1,52.0,307.0,212.0,37,33.0, 19452138, 60052138
6.1,52.0,307.0,212.0,47,54.0, 19452138, 60052138
7.2,47.0,132.0,78.0,47,79.0, 450594, 15250594
7.2,40.0,667.0,160.0,40,77.0, 33519628, 55707411
5.1,34.0,47.0,24.0,26,40.0, 60902, 60902
6.4,62.0,170.0,82.0,71,67.0, 5313300, 5480653
6.8,71.0,458.0,143.0,73,67.0, 71107711, 113579918
5.4,71.0,216.0,122.0,93,46.0, 112719001, 147934180
6.2,45.0,267.0,128.0,39,43.0, 32598931, 62761005
4.8,37.0,121.0,74.0,11,25.0, 25635682, 39438674
5.7,16.0,94.0,42.0,3,51.0, 6080065, 6282446
6.5,29.0,651.0,166.0,12,72.0, 35418723, 53918723
6.0,21.0,404.0,108.0,14,46.0, 15749959, 18720175
5.5,33.0,323.0,140.0,19,27.0, 40077257, 78382433
7.2,62.0,2754.0,286.0,73,72.0, 281576461, 828770175
5.8,45.0,102.0,84.0,38,37.0, 2036682, 2534372
5.0,21.0,113.0,50.0,8,41.0, 19753553, 19772447
7.0,58.0,309.0,183.0,65,75.0, 24537621, 50871113
7.0,58.0,309.0,183.0,75,72.0, 24537621, 50871113
7.1,41.0,182.0,69.0,63,83.0, 764554, 1073198
5.3,47.0,243.0,84.0,53,52.0, 14271015, 14866015
6.1,43.0,349.0,127.0,55,44.0, 66845033, 147845033
6.1,66.0,214.0,66.0,77,46.0, 13729742, 28008462
6.8,71.0,560.0,154.0,78,59.0, 19733089, 29419291
5.9,36.0,217.0,102.0,28,50.0, 25543895, 62112895
7.7,71.0,445.0,337.0,89,87.0, 200821936, 591794936
7.4,33.0,1186.0,154.0,40,81.0, 1203794, 5368217
5.3,30.0,707.0,140.0,17,66.0, 30336800, 45479110
7.0,69.0,119.0,79.0,77,79.0, 1815864, 2036599
5.1,47.0,233.0,106.0,53,32.0, 93385515, 200687492
5.9,22.0,204.0,96.0,18,51.0, 19402030, 26086706
5.0,21.0,87.0,86.0,9,32.0, 5520393, 12320393
4.7,49.0,77.0,91.0,42,26.0, 112952899, 176104344
4.6,13.0,660.0,100.0,10,56.0, 14254993, 14343028
6.9,52.0,392.0,120.0,59,79.0, 50294317, 77516304
5.4,12.0,105.0,64.0,10,50.0, 5285941, 6413915
7.6,64.0,1654.0,264.0,81,82.0, 318087620, 978087613
5.9,24.0,161.0,47.0,7,54.0, 29760152, 31167388
6.1,42.0,64.0,48.0,15,43.0, 471210, 1198113
5.5,30.0,467.0,65.0,17,47.0, 46729800, 73180723
5.6,39.0,237.0,109.0,32,45.0, 51758599, 79958599
4.9,49.0,69.0,28.0,33,33.0, 56653, 56653
7.1,73.0,109.0,67.0,83,78.0, 1138836, 1846059
6.7,47.0,2100.0,259.0,35,60.0, 139313948, 427344031
4.8,18.0,369.0,139.0,11,33.0, 20384136, 36684136
6.7,66.0,582.0,96.0,81,81.0, 71543427, 281929795
5.4,28.0,17.0,15.0,13,55.0, 173599, 173599
5.4,66.0,76.0,71.0,81,41.0, 64956806, 169956806
6.6,42.0,316.0,75.0,36,76.0, 295206, 295206
5.6,53.0,215.0,137.0,38,43.0, 37950822, 95146283
6.0,25.0,168.0,43.0,14,68.0, 13342790, 13678913
6.5,32.0,550.0,160.0,26,60.0, 69772969, 147080413
6.4,48.0,134.0,71.0,33,63.0, 741394, 5323109
5.3,35.0,126.0,59.0,7,41.0, 7288451, 8704851
7.1,63.0,155.0,123.0,54,52.0, 57806952, 58480828
7.1,63.0,155.0,123.0,72,73.0, 57806952, 58480828
7.4,99.0,818.0,504.0,60,67.0, 27854932, 65046687
7.4,99.0,818.0,504.0,98,79.0, 27854932, 65046687
6.1,51.0,459.0,157.0,32,50.0, 40914068, 77628265
5.9,20.0,203.0,80.0,11,63.0, 27087695, 30987695
5.5,40.0,182.0,136.0,23,38.0, 23358708, 37713879
5.6,48.0,37.0,35.0,28,72.0, 23249649, 23396049
6.5,29.0,64.0,16.0,21,58.0, 14460, 14460
6.1,56.0,1183.0,125.0,57,41.0, 160942139, 431971116
8.0,88.0,2233.0,364.0,87,80.0, 1478493, 4269636
7.2,75.0,162.0,96.0,83,82.0, 416925, 1309316
7.4,86.0,513.0,177.0,93,81.0, 35930604, 44763181
4.6,24.0,42.0,30.0,10,39.0, 13670733, 13802599
6.3,52.0,315.0,115.0,47,68.0, 108248956, 165335153
7.1,48.0,344.0,104.0,35,90.0, 18492362, 23182223
7.1,54.0,401.0,117.0,60,86.0, 75585093, 87055349
6.8,65.0,382.0,174.0,67,65.0, 58203105, 87812729
7.7,85.0,235.0,115.0,93,93.0, 3067312, 3644200
7.7,74.0,453.0,155.0,85,89.0, 21995263, 109280263
5.6,29.0,191.0,101.0,24,37.0, 45246095, 54249294
6.5,61.0,166.0,85.0,63,69.0, 16937988, 19937988
4.7,20.0,103.0,61.0,6,39.0, 23980304, 25272752
6.5,78.0,180.0,94.0,82,59.0, 8823109, 10031529
6.4,38.0,83.0,27.0,30,74.0, 4720371, 4760014
6.2,59.0,561.0,167.0,69,72.0, 96520674, 141774679
6.4,52.0,512.0,105.0,43,64.0, 56618055, 85498534
5.4,24.0,52.0,50.0,23,44.0, 33357476, 43057552
6.7,63.0,545.0,157.0,50,68.0, 52775765, 119137784
6.1,40.0,417.0,158.0,43,48.0, 38345494, 98376292
6.1,40.0,417.0,158.0,82,45.0, 38345494, 98376292
6.3,49.0,201.0,114.0,59,48.0, 19077641, 32287044
6.4,45.0,367.0,132.0,42,77.0, 105813373, 177371441
7.1,30.0,403.0,118.0,23,78.0, 71756802, 102244770
6.1,31.0,935.0,214.0,20,65.0, 12634962, 16829545
5.4,19.0,121.0,86.0,7,29.0, 11663156, 14614892
5.2,45.0,243.0,113.0,39,43.0, 94011225, 154906693
4.8,19.0,39.0,21.0,7,51.0, 23662, 121258
6.8,56.0,109.0,110.0,73,72.0, 354421, 2300684
7.4,80.0,254.0,63.0,87,86.0, 6199600, 16217411
7.0,58.0,100.0,54.0,69,74.0, 517872, 621592
6.9,55.0,276.0,137.0,49,64.0, 24185781, 30919415
6.5,66.0,278.0,129.0,66,60.0, 23510841, 28510652
6.5,66.0,278.0,129.0,29,41.0, 23510841, 28510652
6.1,37.0,86.0,50.0,66,60.0, 50136, 3777046
6.1,37.0,86.0,50.0,29,41.0, 50136, 3777046
6.4,43.0,423.0,141.0,52,68.0, 145103595, 287553595
6.2,39.0,588.0,147.0,42,49.0, 43061982, 82150183
6.9,63.0,22.0,11.0,76,56.0, 10133, 10133
5.9,58.0,30.0,45.0,48,51.0, 447267, 501442
5.2,32.0,409.0,101.0,26,65.0, 24718164, 69319426
6.2,56.0,53.0,62.0,66,69.0, 414358, 499891
4.6,,27.0,33.0,20,18.0, 11528, 21675
4.8,43.0,134.0,76.0,30,28.0, 57743062, 85191134
6.4,55.0,86.0,43.0,71,87.0, 28734552, 29381649
5.9,48.0,420.0,112.0,50,45.0, 70839203, 141069860
6.2,45.0,399.0,74.0,38,78.0, 127223418, 180622424
6.7,52.0,177.0,91.0,46,53.0, 7517191, 18914307
7.7,72.0,1029.0,214.0,80,86.0, 104454762, 181001478
6.0,45.0,341.0,147.0,47,52.0, 116934650, 207725639
5.3,29.0,554.0,132.0,15,52.0, 71308997, 141220678
7.1,85.0,626.0,221.0,85,74.0, 65016287, 105834556
5.0,31.0,326.0,156.0,17,30.0, 19297522, 29621722
4.4,16.0,187.0,77.0,8,28.0, 66934963, 88929111
6.4,48.0,181.0,114.0,31,50.0, 41543917, 63781810
6.8,65.0,880.0,239.0,75,63.0, 96397334, 197079546
5.3,31.0,132.0,32.0,27,63.0, 3313583, 3313583
7.9,68.0,884.0,248.0,83,93.0, 121661683, 214034224
5.6,41.0,185.0,47.0,30,48.0, 5007898, 5007898
5.2,35.0,703.0,283.0,26,48.0, 115802596, 228738393
6.5,62.0,761.0,168.0,76,73.0, 241438208, 368744044
6.9,45.0,1276.0,150.0,42,72.0, 100618344, 203388341
6.3,38.0,252.0,115.0,24,49.0, 55001642, 100020092
5.3,18.0,101.0,63.0,4,26.0, 16930185, 20146150
6.8,51.0,869.0,178.0,52,75.0, 30085147, 33788161
6.0,38.0,65.0,54.0,21,62.0, 17600423, 18591272
5.8,27.0,262.0,185.0,30,39.0, 20534907, 40828540
7.4,82.0,72.0,67.0,84,85.0, 247406, 283846
5.4,24.0,166.0,127.0,8,26.0, 15298133, 42487390
5.4,24.0,166.0,127.0,53,61.0, 15298133, 42487390
6.2,49.0,1011.0,203.0,46,48.0, 37904175, 59371303
5.7,,86.0,9.0,61,67.0, 4245870, 4245870
6.1,33.0,130.0,73.0,13,60.0, 37182494, 44617342
5.2,27.0,153.0,87.0,14,34.0, 15614000, 19526014
6.5,34.0,295.0,135.0,21,63.0, 26793311, 42792561
6.4,69.0,352.0,162.0,77,53.0, 66818548, 94935764
7.2,64.0,492.0,187.0,74,78.0, 13110448, 17423030
6.4,72.0,191.0,110.0,83,65.0, 7025722, 10013424
7.5,45.0,355.0,98.0,47,88.0, 15667270, 23903791
6.2,50.0,307.0,133.0,31,49.0, 31945749, 56714147
5.7,44.0,342.0,143.0,32,40.0, 93607673, 138307673
7.7,74.0,1134.0,216.0,76,88.0, 108638745, 172989651
